Bus_Routes_Name,Bus_Routes_links,Bus_name,Bus_type,Departing_time,Duration,Reaching_time,Star_rating,Price,Seat_availability
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,VSR Tours and Travels,A/C Sleeper (2+1),00:14,05h 46m,06:00,4.5,540,"27 Seats available
7 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,VSR Tours and Travels,A/C Sleeper (2+1),00:14,05h 46m,06:00,4.5,540,"27 Seats available
7 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),00:40,04h 20m,05:00,4.5,351,"16 Seats available
4 Window"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),00:40,04h 20m,05:00,4.5,351,"16 Seats available
4 Window"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),00:40,05h 50m,06:30,3.5,360,"15 Seats available
4 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),00:40,05h 50m,06:30,3.5,360,"15 Seats available
4 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Bharathi Tours & Travels,A/C Sleeper (2+1),00:50,04h 40m,05:30,4.5,494,"18 Seats available
6 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Bharathi Tours & Travels,A/C Sleeper (2+1),00:50,04h 40m,05:30,4.5,494,"18 Seats available
6 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Mythri Tours And Travels,A/C Sleeper (2+1),01:30,05h 00m,06:30,4.8,699,"5 Seats available
4 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Mythri Tours And Travels,A/C Sleeper (2+1),01:30,05h 00m,06:30,4.8,699,"5 Seats available
4 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri Sai Balaji Travels,A/C Sleeper (2+1),01:30,03h 30m,05:00,4.0,INR 599,"19 Seats available
6 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri Sai Balaji Travels,A/C Sleeper (2+1),01:30,03h 30m,05:00,4.0,INR 599,"19 Seats available
6 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri Rama Travels,A/C Seater / Sleeper (2+1),01:30,05h 15m,06:45,4.1,INR 555,"18 Seats available
4 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri Rama Travels,A/C Seater / Sleeper (2+1),01:30,05h 15m,06:45,4.1,INR 555,"18 Seats available
4 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,DMR Travels,A/C Sleeper (2+1),02:00,03h 30m,05:30,3.6,INR 649,"10 Seats available
4 Window"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,DMR Travels,A/C Sleeper (2+1),02:00,03h 30m,05:30,3.6,INR 649,"10 Seats available
4 Window"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Siri Tours and Travels,A/C Seater / Sleeper (2+1),02:29,05h 00m,07:29,3.5,INR 560,"21 Seats available
6 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Siri Tours and Travels,A/C Seater / Sleeper (2+1),02:29,05h 00m,07:29,3.5,INR 560,"21 Seats available
6 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),04:30,03h 00m,07:30,3.6,INR 600,"11 Seats available
4 Window"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),04:30,03h 00m,07:30,3.6,INR 600,"11 Seats available
4 Window"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),23:40,04h 20m,04:00,4.5,441,"33 Seats available
4 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),23:40,04h 20m,04:00,4.5,441,"33 Seats available
4 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri Venkateswara Travels,Non A/C Seater / Sleeper (2+1),23:45,06h 15m,06:00,3.5,INR 400,31 Seats available
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri Venkateswara Travels,Non A/C Seater / Sleeper (2+1),23:45,06h 15m,06:00,3.5,INR 400,31 Seats available
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri KVR Travels,A/C Seater / Sleeper (2+1),23:58,05h 02m,05:00,3.6,INR 410,"36 Seats available
7 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri KVR Travels,A/C Seater / Sleeper (2+1),23:58,05h 02m,05:00,3.6,INR 410,"36 Seats available
7 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri Krishna Travels(VGN),Non A/C Seater / Sleeper (2+1),23:59,06h 11m,06:10,3.1,INR 450,"27 Seats available
8 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri Krishna Travels(VGN),Non A/C Seater / Sleeper (2+1),23:59,06h 11m,06:10,3.1,INR 450,"27 Seats available
8 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),23:59,05h 01m,05:00,4.5,441,"27 Seats available
7 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),23:59,05h 01m,05:00,4.5,441,"27 Seats available
7 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Bharathi Tours & Travels,A/C Sleeper (2+1),23:59,05h 01m,05:00,4.5,621,"27 Seats available
9 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Bharathi Tours & Travels,A/C Sleeper (2+1),23:59,05h 01m,05:00,4.5,621,"27 Seats available
9 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,SAIRAJ TRAVELS,Non A/C Seater / Sleeper (2+1),23:59,06h 16m,06:15,4.3,INR 520,"32 Seats available
8 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,SAIRAJ TRAVELS,Non A/C Seater / Sleeper (2+1),23:59,06h 16m,06:15,4.3,INR 520,"32 Seats available
8 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,BSR Tours And Travels,A/C Seater / Sleeper (2+1),23:59,06h 01m,06:00,4.7,INR 480,"22 Seats available
8 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,BSR Tours And Travels,A/C Seater / Sleeper (2+1),23:59,06h 01m,06:00,4.7,INR 480,"22 Seats available
8 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),23:59,05h 01m,05:00,3.6,INR 470,"24 Seats available
6 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),23:59,05h 01m,05:00,3.6,INR 470,"24 Seats available
6 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),23:59,05h 01m,05:00,3.6,INR 470,"19 Seats available
2 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),23:59,05h 01m,05:00,3.6,INR 470,"19 Seats available
2 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,BSR Tours And Travels,A/C Sleeper (2+1),23:59,06h 01m,06:00,4.6,INR 680,"18 Seats available
4 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,BSR Tours And Travels,A/C Sleeper (2+1),23:59,06h 01m,06:00,4.6,INR 680,"18 Seats available
4 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),00:30,05h 00m,05:30,3.1,INR 570,"29 Seats available
3 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),00:30,05h 00m,05:30,3.1,INR 570,"29 Seats available
3 Single"
